sys_RespNum,sys_RespStatus,sys_DataSource,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_RespRemoved,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,Consent,CBCwatchexercise_Random1,CBCwatchexercise_Random2,CBCwatchexercise_Random3,CBCwatchexercise_Random4,CBCwatchexercise_Fixed1,CBCwatchexercise_Random5,CBCwatchexercise_Random6,CBCwatchexercise_Fixed2,CBCwatchexercise_Random7,CBCwatchexercise_Fixed3,CBCwatchexercise_Random8,CBCwatchexercise_Random9,CBCwatchexercise_Random10,CBCwatchexercise_Random11,CBCwatchexercise_Random12,PilotTestOpenEnded,OwnWatch,LuxuryWatch,IMC,DemoAge,DemoGender,DemoGender_4_other,DemoEducation,sys_CBCVersion_CBCwatchexercise,sys_CBCDesignID_CBCwatchexercise,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17,sys_pagetime_18,sys_pagetime_19,sys_pagetime_20,sys_pagetime_21,sys_pagetime_22,sys_pagetime_23,OwnWatchSegment,PROLIFICPID,OpenEndProdCatShoes,OpenEndProdCatCars,OpenEndProdCatWatches,WarmUp1,WarmUp2,WarmUp3,DemoOwnWatch,DemoTypeOfWatch,DemoWatchUseCase_1,DemoWatchUseCase_2,DemoWatchUseCase_3,DemoWatchUseCase_4,DemoWatchWTP,DemoBrandRecognition,OpenEndedIdealWatch,DemoAestheticImportance1_1,DemoAestheticImportance2_1,DemoTimeSpentGrooming,DemoIncome,DemoRentOwn,DemoSocialMedia,sys_pagetime_24,sys_pagetime_25,sys_pagetime_26,sys_pagetime_27,sys_pagetime_28,sys_pagetime_29,sys_pagetime_30,DemoAge_real,DemoEducation_real,DemoIncome_real,DemoSocialMedia_real,DemoAestheticImportance1_1_real,DemoAestheticImportance2_1_real,DemoTimeSpentGrooming_real,DemoOwnWatch_real,DemoWatchWTP_real
131,5.0,1.0,08 Mar 2023 - 19:14:16 EST,08 Mar 2023 - 19:17:55 EST,219.0,219.0,1678320856.0,1678321075.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Windows 10.0,Chrome 111.0.0.0,208.48.252.166,1903.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,5.0,2.0,1.0,,6.0,131.0,CBC1_1677959355_6,,3.0,12.0,8.0,6.0,9.0,10.0,7.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0,4.0,,60cec5dbf17b09ca3edf5d33,shoes,cars,watches,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,7.0,3.0,"automatic, slim, simple face, leather strap, date window",4.0,4.0,2.0,7.0,1.0,5.0,2.0,3.0,4.0,10.0,71.0,10.0,15.0,-1.5,2.0,0.5,1.5,1.0,1.0,-1.5,1.0,3.0
132,5.0,1.0,08 Mar 2023 - 19:17:38 EST,08 Mar 2023 - 19:19:59 EST,141.0,138.0,1678321058.0,1678321199.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,128.138.65.154,1444.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,5.0,2.0,3.0,,5.0,132.0,CBC1_1677959355_6,,4.0,4.0,2.0,4.0,7.0,7.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,,60555b56af1bc30f5d438bd2,shoes,cars,watches,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,"Simple, sleek, functional",3.0,4.0,3.0,4.0,1.0,1.0,3.0,2.0,5.0,8.0,25.0,9.0,14.0,-1.5,1.0,-2.5,-2.5,0.0,1.0,-0.5,1.0,0.0
133,4.0,1.0,08 Mar 2023 - 19:22:29 EST,08 Mar 2023 - 19:23:16 EST,47.0,46.0,1678321349.0,1678321396.0,0.0,,TeminateIncomplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,172.250.80.22,1351.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,8.0,8.0,6.0,7.0,17.0,,,,,,,,,,,,,,,,,,,63d7e0de6e1ab5cb2adffbb0,Shoes,cars,watches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,4.0,1.0,08 Mar 2023 - 19:23:02 EST,08 Mar 2023 - 19:24:15 EST,73.0,73.0,1678321382.0,1678321455.0,0.0,,TeminateIncomplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",Mac OS X 10.15.7,Safari 15.5,72.135.247.90,1264.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,23.0,11.0,15.0,6.0,18.0,,,,,,,,,,,,,,,,,,,6400e1e1c539ed3882af8d8f,Sneakers,Vehicles,Watches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,5.0,1.0,08 Mar 2023 - 19:23:17 EST,08 Mar 2023 - 19:26:55 EST,218.0,216.0,1678321397.0,1678321615.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,108.66.213.190,1251.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,5.0,2.0,1.0,,5.0,135.0,CBC1_1677959355_6,,4.0,10.0,6.0,8.0,19.0,22.0,3.0,4.0,2.0,7.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,,55886ec1fdf99b5a49c22577,shoes,car,watch,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,4.0,"Large face, majority black, with orange accents",2.0,2.0,3.0,12.0,1.0,2.0,3.0,2.0,6.0,14.0,39.0,12.0,16.0,-1.5,1.0,5.5,-1.5,-1.0,-1.0,-0.5,2.0,-2.0
136,4.0,1.0,08 Mar 2023 - 19:23:59 EST,08 Mar 2023 - 19:25:00 EST,61.0,61.0,1678321439.0,1678321500.0,0.0,,TeminateIncomplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,24.91.195.13,1641.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,14.0,14.0,11.0,13.0,9.0,,,,,,,,,,,,,,,,,,,5e16a7c34b49a1c91ef46af6,shoes,car,watches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,5.0,1.0,08 Mar 2023 - 19:24:04 EST,08 Mar 2023 - 19:27:21 EST,197.0,194.0,1678321444.0,1678321641.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",Mac OS X 10.15.7,Safari 15.5,98.228.158.186,1440.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,5.0,2.0,1.0,,6.0,137.0,CBC1_1677959355_6,,4.0,6.0,5.0,4.0,10.0,6.0,5.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,,6293f40cb830603d3dbe5d9a,shoes,cars,watches,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,4.0,I like gold. A gold case. Brown leather band. Royal blue face. Roman numerals on the dial.,4.0,5.0,3.0,10.0,2.0,5.0,3.0,3.0,12.0,13.0,45.0,10.0,17.0,-1.5,2.0,3.5,1.5,1.0,2.0,-0.5,1.0,1.0
138,5.0,1.0,08 Mar 2023 - 19:24:50 EST,08 Mar 2023 - 19:29:24 EST,274.0,271.0,1678321490.0,1678321764.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Mac OS X 10.15.7,Chrome 110.0.0.0,205.175.106.55,1512.0,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,5.0,1.0,1.0,,2.0,138.0,CBC1_1677959355_6,,10.0,4.0,3.0,4.0,8.0,2.0,8.0,3.0,3.0,9.0,4.0,3.0,6.0,6.0,5.0,5.0,3.0,6.0,3.0,4.0,4.0,3.0,,62ec1fe3ebd392c343d85886,shoe,car,watch,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,5.0,4.0,"My ideal watch design would be simplistic yet aesthetically pleasing. Personally I like darker colors, except for the watch face. The watch face should ideally be a light color. Also I like it when the entire watch is the same/similar colors, i.e. white watch face and silver wrist band.",4.0,4.0,2.0,11.0,2.0,4.0,4.0,4.0,6.0,11.0,124.0,5.0,11.0,-2.5,-2.0,4.5,0.5,1.0,1.0,-1.5,1.0,1.0
139,4.0,1.0,08 Mar 2023 - 19:24:59 EST,08 Mar 2023 - 19:27:12 EST,133.0,77.0,1678321499.0,1678321632.0,0.0,,TeminateIncomplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",Mac OS X 10.15.7,Chrome 109.0.0.0,76.90.148.232,1440.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,7.0,44.0,7.0,10.0,9.0,,,,,,,,,,,,,,,,,,,6310bdd0c04dd21ec4d97496,Adidas,car,wqatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,5.0,1.0,08 Mar 2023 - 19:25:00 EST,08 Mar 2023 - 19:30:13 EST,313.0,310.0,1678321500.0,1678321813.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",Mac OS X 10.15.6,Safari 15.5,68.4.199.245,834.0,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,5.0,2.0,2.0,,5.0,140.0,CBC1_1677959355_6,,13.0,19.0,5.0,6.0,18.0,12.0,8.0,10.0,6.0,5.0,21.0,4.0,3.0,5.0,5.0,3.0,7.0,2.0,13.0,6.0,6.0,3.0,,59bdeb96ab8d830001fe5ef1,shoes,cars,watches,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,"There is no one ideal watch design for me, but I would probably prefer something in gold with diamonds to go along with my usual stack of bracelets that I wear. It would preferably be from a luxury brand.",5.0,5.0,5.0,4.0,3.0,6.0,3.0,4.0,9.0,19.0,70.0,10.0,15.0,-1.5,1.0,-2.5,2.5,2.0,2.0,1.5,3.0,1.0
141,5.0,1.0,08 Mar 2023 - 19:25:27 EST,08 Mar 2023 - 19:32:50 EST,443.0,442.0,1678321527.0,1678321970.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Mac OS X 10.11.6,Chrome 103.0.0.0,74.65.5.141,1440.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,5.0,3.0,1.0,,6.0,141.0,CBC1_1677959355_6,,136.0,6.0,10.0,9.0,20.0,37.0,4.0,4.0,4.0,85.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,,5bf336d965825d00017cf3c2,Shoes,CARS,WATCHES,2.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,"Simple, elegant, functional",2.0,2.0,2.0,8.0,1.0,5.0,5.0,4.0,6.0,15.0,22.0,13.0,17.0,-0.5,2.0,1.5,1.5,-1.0,-1.0,-1.5,4.0,-2.0
142,5.0,1.0,08 Mar 2023 - 19:25:30 EST,08 Mar 2023 - 19:30:05 EST,275.0,273.0,1678321530.0,1678321805.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/110.0.5481.114 Mobile/15E148 Safari/604.1",,Mobile 15E148,2607:f010:2a7:2007:f5a0:b7e3:4cd8:b622,390.0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,5.0,1.0,2.0,,3.0,142.0,CBC1_1677959355_6,,8.0,8.0,5.0,6.0,18.0,12.0,6.0,3.0,4.0,12.0,7.0,16.0,4.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,8.0,,6111c86b09571f2e5a12b0ac,Shoes,Cars,Watches,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,Simple thin band neutral colors small round or rectangle face,4.0,4.0,4.0,1.0,1.0,6.0,6.0,5.0,5.0,16.0,42.0,20.0,24.0,-2.5,-1.0,-5.5,2.5,1.0,1.0,0.5,4.0,-3.0
143,5.0,1.0,08 Mar 2023 - 19:25:36 EST,08 Mar 2023 - 19:29:02 EST,206.0,205.0,1678321536.0,1678321742.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2600:1700:8dd0:9850:3c8f:2344:387:4117,1263.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,5.0,2.0,2.0,,5.0,143.0,CBC1_1677959355_6,,5.0,7.0,5.0,9.0,12.0,9.0,4.0,6.0,4.0,9.0,5.0,5.0,8.0,4.0,6.0,9.0,14.0,5.0,4.0,6.0,4.0,3.0,,5e0f443e8205266652153f5e,shoes,cars,watches,1.0,2.0,2.0,5.0,,,,,,,,,2.0,3.0,5.0,10.0,3.0,6.0,4.0,5.0,10.0,,,13.0,30.0,-1.5,1.0,3.5,2.5,-1.0,0.0,1.5,5.0,
144,5.0,1.0,08 Mar 2023 - 19:26:10 EST,08 Mar 2023 - 19:31:59 EST,349.0,348.0,1678321570.0,1678321919.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Mac OS X 10.15.7,Safari 16.3,2603:8080:701:7508:5087:c9b8:c32f:e471,1694.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,5.0,1.0,2.0,,4.0,144.0,CBC1_1677959355_6,,20.0,15.0,10.0,10.0,29.0,7.0,7.0,4.0,8.0,5.0,9.0,6.0,7.0,5.0,4.0,7.0,16.0,4.0,4.0,10.0,9.0,9.0,,6113ffbf45e79bc2769db74c,shoe,car,wristwatch,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,"something not too flashy and extravagant, very simple and extremely comfortable and user friendly",5.0,4.0,4.0,6.0,1.0,6.0,3.0,7.0,9.0,11.0,74.0,15.0,24.0,-2.5,0.0,-0.5,2.5,2.0,1.0,0.5,2.0,-1.0
145,5.0,1.0,08 Mar 2023 - 19:27:07 EST,08 Mar 2023 - 19:31:01 EST,234.0,232.0,1678321627.0,1678321861.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",Chrome OS,Chrome 109.0.0.0,2600:8800:7190:7200:1c28:600d:5867:ec1f,1536.0,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,5.0,2.0,1.0,,5.0,145.0,CBC1_1677959355_6,,12.0,11.0,6.0,4.0,18.0,11.0,4.0,5.0,6.0,5.0,4.0,4.0,7.0,3.0,4.0,3.0,3.0,4.0,4.0,10.0,5.0,4.0,,63ed169795f73b1e07beeebf,Shoes,Automobile,Watch,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,"Simple-looking, leather strap, functional, ""smart,"" fitness tracking",4.0,5.0,2.0,11.0,1.0,5.0,3.0,7.0,4.0,12.0,37.0,15.0,17.0,-1.5,1.0,4.5,1.5,1.0,2.0,-1.5,1.0,-3.0
146,5.0,1.0,08 Mar 2023 - 19:27:09 EST,08 Mar 2023 - 19:45:24 EST,1095.0,194.0,1678321629.0,1678322724.0,0.0,,TerminateComplete,1.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,Windows 10.0,Firefox 110.0,2601:58b:f00:63b0:50fb:5ff8:8f28:1905,1728.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,5.0,2.0,1.0,,5.0,146.0,CBC1_1677959355_6,,4.0,7.0,6.0,4.0,8.0,10.0,5.0,5.0,4.0,10.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,,56a3e69d582971000b7b0f4a,shoes,cars,watches,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,A simple dark face with a dark band,4.0,4.0,4.0,11.0,3.0,6.0,4.0,2.0,5.0,10.0,40.0,14.0,16.0,-1.5,1.0,4.5,2.5,1.0,1.0,0.5,4.0,0.0
147,5.0,1.0,08 Mar 2023 - 19:27:17 EST,08 Mar 2023 - 19:30:40 EST,203.0,201.0,1678321637.0,1678321840.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Mac OS X 10.15.7,Chrome 110.0.0.0,2605:a601:a9b3:a500:e9cc:d6ba:1620:7c44,1653.0,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,5.0,2.0,2.0,,3.0,147.0,CBC1_1677959355_6,,6.0,8.0,7.0,6.0,23.0,5.0,4.0,5.0,3.0,7.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,,571e902bfd764c0010753c7c,shoes,cars,watches,2.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,4.0,4.0,Compact and functional with nice accents and long-lasting features and finishes,4.0,4.0,3.0,11.0,2.0,5.0,3.0,2.0,4.0,13.0,35.0,12.0,15.0,-1.5,-1.0,4.5,1.5,1.0,1.0,-0.5,4.0,0.0
148,5.0,1.0,08 Mar 2023 - 19:28:41 EST,08 Mar 2023 - 19:35:41 EST,420.0,418.0,1678321721.0,1678322141.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2607:fb90:c981:9b51:404c:93b4:549a:83be,1349.0,,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,5.0,3.0,1.0,,3.0,148.0,CBC1_1677959355_6,,12.0,19.0,10.0,16.0,34.0,24.0,10.0,6.0,6.0,7.0,6.0,9.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,,601478ee2d7cc94b1f1855ec,shoes,cars,watch,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,4.0,"Silver in color, all metal, long battery life, large glass display, and waterproof.",4.0,4.0,2.0,5.0,2.0,5.0,5.0,4.0,20.0,22.0,86.0,25.0,52.0,-0.5,-1.0,-1.5,1.5,1.0,1.0,-1.5,2.0,-2.0
149,5.0,1.0,08 Mar 2023 - 19:28:49 EST,08 Mar 2023 - 19:33:33 EST,284.0,281.0,1678321729.0,1678322013.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Chrome OS,Chrome 103.0.0.0,71.209.168.178,1366.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,5.0,3.0,2.0,,5.0,149.0,CBC1_1677959355_6,,37.0,12.0,7.0,8.0,13.0,11.0,7.0,5.0,4.0,4.0,4.0,4.0,6.0,4.0,3.0,4.0,12.0,5.0,5.0,4.0,14.0,4.0,,5e8bf957b7e6de0e5571b507,shoes,cars,watches,1.0,2.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,5.0,2.0,Something that is sexy looking.,5.0,5.0,5.0,7.0,1.0,5.0,6.0,4.0,7.0,14.0,34.0,16.0,23.0,-0.5,1.0,0.5,1.5,2.0,2.0,1.5,4.0,1.0
150,5.0,1.0,08 Mar 2023 - 19:28:49 EST,08 Mar 2023 - 19:34:40 EST,351.0,350.0,1678321729.0,1678322080.0,0.0,,TerminateComplete,1.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,Windows 10.0,Firefox 110.0,72.9.27.200,1060.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,5.0,2.0,1.0,,2.0,150.0,CBC1_1677959355_6,,20.0,14.0,12.0,10.0,19.0,33.0,10.0,10.0,8.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,11.0,6.0,10.0,5.0,5.0,4.0,,585aefed73f2620001c21d75,shoes,cars,watches,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,4.0,My ideal watch is a relatively affordable watch that still manages to look premium.,5.0,5.0,4.0,8.0,1.0,6.0,6.0,5.0,7.0,19.0,42.0,17.0,31.0,-1.5,-2.0,1.5,2.5,2.0,2.0,0.5,1.0,2.0
151,5.0,1.0,08 Mar 2023 - 19:30:21 EST,08 Mar 2023 - 19:35:35 EST,314.0,314.0,1678321821.0,1678322135.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Mac OS X 10.15.7,Safari 16.2,70.180.160.219,1180.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,5.0,2.0,1.0,,6.0,151.0,CBC1_1677959355_6,,5.0,3.0,14.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,,5ffc9b8e0cbe201153a2b381,Shoes,Cars,Watch,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,4.0,4.0,"Brown leather strap with gold rim, Roman numerals",5.0,5.0,3.0,12.0,2.0,6.0,2.0,2.0,4.0,6.0,92.0,4.0,132.0,-1.5,2.0,5.5,2.5,2.0,2.0,-0.5,1.0,0.0
152,5.0,1.0,08 Mar 2023 - 19:30:23 EST,08 Mar 2023 - 19:33:10 EST,167.0,163.0,1678321823.0,1678321990.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,72.74.75.120,1519.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,5.0,3.0,1.0,,6.0,152.0,CBC1_1677959355_6,,5.0,10.0,3.0,5.0,12.0,3.0,4.0,3.0,4.0,4.0,6.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,5f0e50c3a8d93519188a7525,shoes,cars,watches,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,4.0,It is comfortable and has a black band,3.0,3.0,2.0,11.0,2.0,5.0,3.0,3.0,4.0,12.0,28.0,7.0,13.0,-0.5,2.0,4.5,1.5,0.0,0.0,-1.5,1.0,-1.0
153,5.0,1.0,08 Mar 2023 - 19:30:58 EST,08 Mar 2023 - 19:33:41 EST,163.0,160.0,1678321858.0,1678322021.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,70.179.149.147,1349.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,5.0,2.0,2.0,,2.0,153.0,CBC1_1677959355_6,,6.0,5.0,6.0,5.0,11.0,10.0,8.0,5.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,6.0,,608b545dac4ff506d7f01f04,shoes,cars,watches,1.0,1.0,1.0,5.0,,,,,,,,,4.0,4.0,5.0,2.0,1.0,6.0,4.0,5.0,5.0,,,13.0,18.0,-1.5,-2.0,-4.5,2.5,1.0,1.0,1.5,5.0,
